path,size
doc/neps/_static/nep-0047-casting-rules-lattice.png,65646
doc/neps/_static/nep-0047-library-dependencies.png,68120
doc/neps/_static/nep-0047-scope-of-array-API.png,85530
doc/neps/_static/nep-0050-promotion-no-fonts.svg,265093
doc/neps/_static/nep-0050-promotion.svg,36892
doc/neps/_static/nep-0055-arena-string-memory-layout.svg,116066
doc/neps/_static/nep-0055-heap-string-memory-layout.svg,117455
doc/neps/_static/nep-0055-short-string-memory-layout.svg,81325
doc/neps/_static/nep0013_image1.png,18653
doc/neps/_static/nep0013_image2.png,6313
doc/neps/_static/nep0013_image3.png,11704
doc/neps/_static/nep43-sketch-with-text.svg,59357
doc/neps/_static/nep43-sketch.svg,403087
doc/neps/tools/build_index.py,4257
doc/release/upcoming_changes/26766.change.rst,114
doc/release/upcoming_changes/27088.change.rst,143
doc/release/upcoming_changes/27119.performance.rst,245
doc/release/upcoming_changes/27147.performance.rst,409
doc/release/upcoming_changes/27156.change.rst,479
doc/release/upcoming_changes/27160.expired.rst,147
doc/release/upcoming_changes/27334.change.rst,381
doc/release/upcoming_changes/27420.new_feature.rst,86
doc/release/upcoming_changes/27661.compatibility.rst,297
doc/release/upcoming_changes/README.rst,2671
doc/release/upcoming_changes/template.rst,823
doc/source/_static/.gitignore,120
doc/source/_static/numpy.css,1734
doc/source/_static/numpylogo.svg,7662
doc/source/_static/numpylogo_dark.svg,7662
doc/source/_static/scipy-mathjax,0
doc/source/_templates/searchbox.html,797
doc/source/building/blas_lapack.rst,5058
doc/source/building/compilers_and_options.rst,3317
doc/source/building/cross_compilation.rst,1989
doc/source/building/distutils_equivalents.rst,1331
doc/source/building/index.rst,15583
doc/source/building/introspecting_a_build.rst,1031
doc/source/building/redistributable_binaries.rst,1258
doc/source/building/understanding_meson.rst,4525
doc/source/dev/alignment.rst,5529
doc/source/dev/depending_on_numpy.rst,11679
doc/source/dev/development_advanced_debugging.rst,8410
doc/source/dev/development_environment.rst,13797
doc/source/dev/development_workflow.rst,20890
doc/source/dev/howto-docs.rst,17167
doc/source/dev/howto_build_docs.rst,4073
doc/source/dev/index.rst,9970
doc/source/dev/internals.code-explanations.rst,31073
doc/source/dev/internals.rst,10017
doc/source/dev/pull_button.png,12893
doc/source/dev/releasing.rst,516
doc/source/dev/reviewer_guidelines.rst,10322
doc/source/dev/underthehood.rst,411
doc/source/f2py/f2py-examples.rst,8559
doc/source/f2py/f2py-reference.rst,222
doc/source/f2py/f2py-testing.rst,3460
doc/source/f2py/f2py-user.rst,128
doc/source/f2py/f2py.getting-started.rst,10838
doc/source/f2py/index.rst,2402
doc/source/f2py/python-usage.rst,12434
doc/source/f2py/signature-file.rst,25209
doc/source/f2py/usage.rst,11766
doc/source/reference/alignment.rst,174
doc/source/reference/array_api.rst,3055
doc/source/reference/arrays.classes.rst,27398
doc/source/reference/arrays.datetime.rst,18491
doc/source/reference/arrays.dtypes.rst,21746
doc/source/reference/arrays.interface.rst,15161
doc/source/reference/arrays.ndarray.rst,17749
doc/source/reference/arrays.nditer.cython.rst,5281
doc/source/reference/arrays.nditer.rst,25755
doc/source/reference/arrays.promotion.rst,11657
doc/source/reference/arrays.rst,1591
doc/source/reference/arrays.scalars.rst,15252
doc/source/reference/constants.rst,3294
doc/source/reference/distutils.rst,7053
doc/source/reference/distutils_guide.rst,294
doc/source/reference/distutils_status_migration.rst,5719
doc/source/reference/global_state.rst,2607
doc/source/reference/index.rst,1172
doc/source/reference/internals.code-explanations.rst,224
doc/source/reference/internals.rst,174
doc/source/reference/maskedarray.baseclass.rst,8542
doc/source/reference/maskedarray.generic.rst,16245
doc/source/reference/maskedarray.rst,375
doc/source/reference/module_structure.rst,2981
doc/source/reference/routines.array-creation.rst,1531
doc/source/reference/routines.array-manipulation.rst,1666
doc/source/reference/routines.bitwise.rst,496
doc/source/reference/routines.char.rst,1808
doc/source/reference/routines.ctypeslib.rst,628
doc/source/reference/routines.datetime.rst,367
doc/source/reference/routines.dtype.rst,626
doc/source/reference/routines.dtypes.rst,1305
doc/source/reference/routines.emath.rst,296
doc/source/reference/routines.err.rst,260
doc/source/reference/routines.exceptions.rst,58
doc/source/reference/routines.fft.rst,44
doc/source/reference/routines.functional.rst,194
doc/source/reference/routines.indexing.rst,959
doc/source/reference/routines.io.rst,1341
doc/source/reference/routines.lib.rst,442
doc/source/reference/routines.linalg.rst,4645
doc/source/reference/routines.logic.rst,822
doc/source/reference/routines.ma.rst,6135
doc/source/reference/routines.math.rst,2224
doc/source/reference/routines.matlib.rst,661
doc/source/reference/routines.other.rst,540
doc/source/reference/routines.polynomials-package.rst,297
doc/source/reference/routines.polynomials.chebyshev.rst,109
doc/source/reference/routines.polynomials.classes.rst,12516
doc/source/reference/routines.polynomials.hermite.rst,107
doc/source/reference/routines.polynomials.hermite_e.rst,134
doc/source/reference/routines.polynomials.laguerre.rst,108
doc/source/reference/routines.polynomials.legendre.rst,133
doc/source/reference/routines.polynomials.poly1d.rst,397
doc/source/reference/routines.polynomials.polynomial.rst,110
doc/source/reference/routines.polynomials.polyutils.rst,64
doc/source/reference/routines.polynomials.rst,7509
doc/source/reference/routines.rec.rst,1311
doc/source/reference/routines.rst,1458
doc/source/reference/routines.set.rst,357
doc/source/reference/routines.sort.rst,503
doc/source/reference/routines.statistics.rst,628
doc/source/reference/routines.strings.rst,1628
doc/source/reference/routines.testing.rst,1972
doc/source/reference/routines.version.rst,908
doc/source/reference/routines.window.rst,192
doc/source/reference/security.rst,3181
doc/source/reference/swig.interface-file.rst,38491
doc/source/reference/swig.rst,147
doc/source/reference/swig.testing.rst,6468
doc/source/reference/testing.rst,111
doc/source/reference/thread_safety.rst,2510
doc/source/reference/typing.rst,41
doc/source/reference/ufuncs.rst,13268
doc/source/release/1.10.0-notes.rst,20647
doc/source/release/1.10.1-notes.rst,1682
doc/source/release/1.10.2-notes.rst,7925
doc/source/release/1.10.3-notes.rst,154
doc/source/release/1.10.4-notes.rst,1623
doc/source/release/1.11.0-notes.rst,17930
doc/source/release/1.11.1-notes.rst,1652
doc/source/release/1.11.2-notes.rst,2137
doc/source/release/1.11.3-notes.rst,819
doc/source/release/1.12.0-notes.rst,22202
doc/source/release/1.12.1-notes.rst,1148
doc/source/release/1.13.0-notes.rst,25552
doc/source/release/1.13.1-notes.rst,2321
doc/source/release/1.13.2-notes.rst,2242
doc/source/release/1.13.3-notes.rst,2558
doc/source/release/1.14.0-notes.rst,32078
doc/source/release/1.14.1-notes.rst,6046
doc/source/release/1.14.2-notes.rst,1710
doc/source/release/1.14.3-notes.rst,1907
doc/source/release/1.14.4-notes.rst,3003
doc/source/release/1.14.5-notes.rst,1006
doc/source/release/1.14.6-notes.rst,1210
doc/source/release/1.15.0-notes.rst,24315
doc/source/release/1.15.1-notes.rst,4109
doc/source/release/1.15.2-notes.rst,1749
doc/source/release/1.15.3-notes.rst,2277
doc/source/release/1.15.4-notes.rst,1423
doc/source/release/1.16.0-notes.rst,25186
doc/source/release/1.16.1-notes.rst,3955
doc/source/release/1.16.2-notes.rst,2678
doc/source/release/1.16.3-notes.rst,1614
doc/source/release/1.16.4-notes.rst,4544
doc/source/release/1.16.5-notes.rst,3623
doc/source/release/1.16.6-notes.rst,3660
doc/source/release/1.17.0-notes.rst,26059
doc/source/release/1.17.1-notes.rst,3998
doc/source/release/1.17.2-notes.rst,2033
doc/source/release/1.17.3-notes.rst,2366
doc/source/release/1.17.4-notes.rst,1845
doc/source/release/1.17.5-notes.rst,1802
doc/source/release/1.18.0-notes.rst,17869
doc/source/release/1.18.1-notes.rst,2519
doc/source/release/1.18.2-notes.rst,1493
doc/source/release/1.18.3-notes.rst,1503
doc/source/release/1.18.4-notes.rst,1568
doc/source/release/1.18.5-notes.rst,974
doc/source/release/1.19.0-notes.rst,20751
doc/source/release/1.19.1-notes.rst,3584
doc/source/release/1.19.2-notes.rst,2594
doc/source/release/1.19.3-notes.rst,2036
doc/source/release/1.19.4-notes.rst,1089
doc/source/release/1.19.5-notes.rst,2007
doc/source/release/1.20.0-notes.rst,40648
doc/source/release/1.20.1-notes.rst,2373
doc/source/release/1.20.2-notes.rst,2799
doc/source/release/1.20.3-notes.rst,2290
doc/source/release/1.21.0-notes.rst,23444
doc/source/release/1.21.1-notes.rst,4027
doc/source/release/1.21.2-notes.rst,3142
doc/source/release/1.21.3-notes.rst,1894
doc/source/release/1.21.4-notes.rst,2185
doc/source/release/1.21.5-notes.rst,2068
doc/source/release/1.21.6-notes.rst,377
doc/source/release/1.22.0-notes.rst,19727
doc/source/release/1.22.1-notes.rst,3111
doc/source/release/1.22.2-notes.rst,3420
doc/source/release/1.22.3-notes.rst,2298
doc/source/release/1.22.4-notes.rst,3345
doc/source/release/1.23.0-notes.rst,16589
doc/source/release/1.23.1-notes.rst,1727
doc/source/release/1.23.2-notes.rst,2461
doc/source/release/1.23.3-notes.rst,2586
doc/source/release/1.23.4-notes.rst,2408
doc/source/release/1.23.5-notes.rst,1785
doc/source/release/1.24.0-notes.rst,20900
doc/source/release/1.24.1-notes.rst,2723
doc/source/release/1.24.2-notes.rst,2692
doc/source/release/1.24.3-notes.rst,2697
doc/source/release/1.24.4-notes.rst,1266
doc/source/release/1.25.0-notes.rst,26092
doc/source/release/1.25.1-notes.rst,2232
doc/source/release/1.25.2-notes.rst,2881
doc/source/release/1.26.0-notes.rst,13060
doc/source/release/1.26.1-notes.rst,5945
doc/source/release/1.26.2-notes.rst,3623
doc/source/release/1.26.3-notes.rst,6100
doc/source/release/1.26.4-notes.rst,2858
doc/source/release/1.3.0-notes.rst,10023
doc/source/release/1.4.0-notes.rst,9298
doc/source/release/1.5.0-notes.rst,4617
doc/source/release/1.6.0-notes.rst,5771
doc/source/release/1.6.1-notes.rst,746
doc/source/release/1.6.2-notes.rst,3321
doc/source/release/1.7.0-notes.rst,11491
doc/source/release/1.7.1-notes.rst,1042
doc/source/release/1.7.2-notes.rst,2913
doc/source/release/1.8.0-notes.rst,18032
doc/source/release/1.8.1-notes.rst,4632
doc/source/release/1.8.2-notes.rst,834
doc/source/release/1.9.0-notes.rst,19182
doc/source/release/1.9.1-notes.rst,1719
doc/source/release/1.9.2-notes.rst,1939
doc/source/release/2.0.0-notes.rst,65560
doc/source/release/2.0.1-notes.rst,4015
doc/source/release/2.0.2-notes.rst,2842
doc/source/release/2.1.0-notes.rst,15498
doc/source/release/2.1.1-notes.rst,1798
doc/source/release/2.1.2-notes.rst,2237
doc/source/release/2.2.0-notes.rst,441
doc/source/release/template.rst,452
doc/source/user/absolute_beginners.rst,52214
doc/source/user/basics.broadcasting.rst,11999
doc/source/user/basics.copies.rst,5141
doc/source/user/basics.creation.rst,14133
doc/source/user/basics.dispatch.rst,12453
doc/source/user/basics.indexing.rst,33436
doc/source/user/basics.interoperability.rst,20605
doc/source/user/basics.io.genfromtxt.rst,19355
doc/source/user/basics.io.rst,100
doc/source/user/basics.rec.rst,28906
doc/source/user/basics.rst,414
doc/source/user/basics.strings.rst,9445
doc/source/user/basics.subclassing.rst,29968
doc/source/user/basics.types.rst,15196
doc/source/user/basics.ufuncs.rst,13103
doc/source/user/broadcasting_1.png,15820
doc/source/user/broadcasting_1.svg,43789
doc/source/user/broadcasting_2.png,30519
doc/source/user/broadcasting_2.svg,88069
doc/source/user/broadcasting_3.png,27897
doc/source/user/broadcasting_3.svg,46034
doc/source/user/broadcasting_4.png,35777
doc/source/user/broadcasting_4.svg,89220
doc/source/user/broadcasting_5.png,45481
doc/source/user/broadcasting_5.svg,32235
doc/source/user/byteswapping.rst,5559
doc/source/user/c-info.beyond-basics.rst,23551
doc/source/user/c-info.how-to-extend.rst,28179
doc/source/user/c-info.python-as-glue.rst,37366
doc/source/user/c-info.rst,167
doc/source/user/c-info.ufunc-tutorial.rst,30712
doc/source/user/conftest.py,118
doc/source/user/how-to-how-to.rst,4783
doc/source/user/how-to-index.rst,14326
doc/source/user/how-to-io.rst,10757
doc/source/user/how-to-partition.rst,7919
doc/source/user/how-to-verify-bug.rst,5863
doc/source/user/howtos_index.rst,383
doc/source/user/index.rst,1115
doc/source/user/install.rst,115
doc/source/user/misc.rst,5633
doc/source/user/numpy-for-matlab-users.rst,27640
doc/source/user/quickstart.rst,41542
doc/source/user/theory.broadcasting.rst,420
doc/source/user/troubleshooting-importerror.rst,10697
doc/source/user/whatisnumpy.rst,5755
numpy/_build_utils/tempita/LICENSE.txt,1072
numpy/_build_utils/tempita/__init__.py,152
numpy/_build_utils/tempita/_looper.py,4011
numpy/_build_utils/tempita/_tempita.py,37224
numpy/_core/code_generators/__init__.py,0
numpy/_core/code_generators/cversions.txt,3138
numpy/_core/code_generators/genapi.py,19426
numpy/_core/code_generators/generate_numpy_api.py,9686
numpy/_core/code_generators/generate_ufunc_api.py,5452
numpy/_core/code_generators/generate_umath.py,52760
numpy/_core/code_generators/generate_umath_doc.py,1512
numpy/_core/code_generators/numpy_api.py,23605
numpy/_core/code_generators/ufunc_docstrings.py,136582
numpy/_core/code_generators/verify_c_api_version.py,2062
numpy/_core/include/meson.build,959
numpy/_core/src/dummymodule.c,725
numpy/_core/src/highway,0
numpy/_core/tests/_locales.py,2176
numpy/_core/tests/_natype.py,6259
numpy/_core/tests/test__exceptions.py,2881
numpy/_core/tests/test_abc.py,2221
numpy/_core/tests/test_api.py,22930
numpy/_core/tests/test_argparse.py,2824
numpy/_core/tests/test_array_api_info.py,3062
numpy/_core/tests/test_array_coercion.py,34853
numpy/_core/tests/test_array_interface.py,7767
numpy/_core/tests/test_arraymethod.py,3253
numpy/_core/tests/test_arrayobject.py,790
numpy/_core/tests/test_arrayprint.py,47948
numpy/_core/tests/test_casting_floatingpoint_errors.py,5074
numpy/_core/tests/test_casting_unittests.py,34308
numpy/_core/tests/test_conversion_utils.py,6605
numpy/_core/tests/test_cpu_dispatcher.py,1552
numpy/_core/tests/test_cpu_features.py,15316
numpy/_core/tests/test_custom_dtypes.py,11623
numpy/_core/tests/test_cython.py,8462
numpy/_core/tests/test_datetime.py,117386
numpy/_core/tests/test_defchararray.py,30601
numpy/_core/tests/test_deprecations.py,28172
numpy/_core/tests/test_dlpack.py,5475
numpy/_core/tests/test_dtype.py,77402
numpy/_core/tests/test_einsum.py,52890
numpy/_core/tests/test_errstate.py,4634
numpy/_core/tests/test_extint128.py,5644
numpy/_core/tests/test_function_base.py,17095
numpy/_core/tests/test_getlimits.py,6977
numpy/_core/tests/test_half.py,24313
numpy/_core/tests/test_hashtable.py,1147
numpy/_core/tests/test_indexerrors.py,4734
numpy/_core/tests/test_indexing.py,55053
numpy/_core/tests/test_item_selection.py,6458
numpy/_core/tests/test_limited_api.py,3304
numpy/_core/tests/test_longdouble.py,13890
numpy/_core/tests/test_machar.py,1069
numpy/_core/tests/test_mem_overlap.py,29138
numpy/_core/tests/test_mem_policy.py,16660
numpy/_core/tests/test_memmap.py,7739
numpy/_core/tests/test_multiarray.py,391008
numpy/_core/tests/test_multithreading.py,3552
numpy/_core/tests/test_nditer.py,131186
numpy/_core/tests/test_nep50_promotions.py,9486
numpy/_core/tests/test_numeric.py,158490
numpy/_core/tests/test_numerictypes.py,23292
numpy/_core/tests/test_overrides.py,25685
numpy/_core/tests/test_print.py,6836
numpy/_core/tests/test_protocols.py,1189
numpy/_core/tests/test_records.py,20534
numpy/_core/tests/test_regression.py,95042
numpy/_core/tests/test_scalar_ctors.py,6719
numpy/_core/tests/test_scalar_methods.py,8182
numpy/_core/tests/test_scalarbuffer.py,5582
numpy/_core/tests/test_scalarinherit.py,2588
numpy/_core/tests/test_scalarmath.py,46631
numpy/_core/tests/test_scalarprint.py,18788
numpy/_core/tests/test_shape_base.py,30982
numpy/_core/tests/test_simd.py,48650
numpy/_core/tests/test_simd_module.py,3903
numpy/_core/tests/test_stringdtype.py,53205
numpy/_core/tests/test_strings.py,48667
numpy/_core/tests/test_ufunc.py,131382
numpy/_core/tests/test_umath.py,192266
numpy/_core/tests/test_umath_accuracy.py,5472
numpy/_core/tests/test_umath_complex.py,23290
numpy/_core/tests/test_unicode.py,12854
numpy/_pyinstaller/tests/__init__.py,329
numpy/_pyinstaller/tests/pyinstaller-smoke.py,1143
numpy/_pyinstaller/tests/test_pyinstaller.py,1135
numpy/compat/tests/__init__.py,0
numpy/distutils/checks/cpu_asimd.c,818
numpy/distutils/checks/cpu_asimddp.c,432
numpy/distutils/checks/cpu_asimdfhm.c,529
numpy/distutils/checks/cpu_asimdhp.c,379
numpy/distutils/checks/cpu_avx.c,779
numpy/distutils/checks/cpu_avx2.c,749
numpy/distutils/checks/cpu_avx512_clx.c,842
numpy/distutils/checks/cpu_avx512_cnl.c,948
numpy/distutils/checks/cpu_avx512_icl.c,1004
numpy/distutils/checks/cpu_avx512_knl.c,959
numpy/distutils/checks/cpu_avx512_knm.c,1132
numpy/distutils/checks/cpu_avx512_skx.c,1010
numpy/distutils/checks/cpu_avx512_spr.c,904
numpy/distutils/checks/cpu_avx512cd.c,759
numpy/distutils/checks/cpu_avx512f.c,755
numpy/distutils/checks/cpu_f16c.c,868
numpy/distutils/checks/cpu_fma3.c,817
numpy/distutils/checks/cpu_fma4.c,301
numpy/distutils/checks/cpu_neon.c,600
numpy/distutils/checks/cpu_neon_fp16.c,251
numpy/distutils/checks/cpu_neon_vfpv4.c,609
numpy/distutils/checks/cpu_popcnt.c,1049
numpy/distutils/checks/cpu_rvv.c,300
numpy/distutils/checks/cpu_sse.c,686
numpy/distutils/checks/cpu_sse2.c,697
numpy/distutils/checks/cpu_sse3.c,689
numpy/distutils/checks/cpu_sse41.c,675
numpy/distutils/checks/cpu_sse42.c,692
numpy/distutils/checks/cpu_ssse3.c,705
numpy/distutils/checks/cpu_sve.c,287
numpy/distutils/checks/cpu_vsx.c,478
numpy/distutils/checks/cpu_vsx2.c,263
numpy/distutils/checks/cpu_vsx3.c,250
numpy/distutils/checks/cpu_vsx4.c,305
numpy/distutils/checks/cpu_vx.c,461
numpy/distutils/checks/cpu_vxe.c,788
numpy/distutils/checks/cpu_vxe2.c,624
numpy/distutils/checks/cpu_xop.c,234
numpy/distutils/checks/extra_avx512bw_mask.c,636
numpy/distutils/checks/extra_avx512dq_mask.c,504
numpy/distutils/checks/extra_avx512f_reduce.c,1595
numpy/distutils/checks/extra_vsx3_half_double.c,354
numpy/distutils/checks/extra_vsx4_mma.c,499
numpy/distutils/checks/extra_vsx_asm.c,945
numpy/distutils/checks/test_flags.c,16
numpy/distutils/command/__init__.py,1032
numpy/distutils/command/autodist.py,3718
numpy/distutils/command/bdist_rpm.py,709
numpy/distutils/command/build.py,2613
numpy/distutils/command/build_clib.py,19317
numpy/distutils/command/build_ext.py,32983
numpy/distutils/command/build_py.py,1144
numpy/distutils/command/build_scripts.py,1665
numpy/distutils/command/build_src.py,31178
numpy/distutils/command/config.py,20670
numpy/distutils/command/config_compiler.py,4371
numpy/distutils/command/develop.py,575
numpy/distutils/command/egg_info.py,921
numpy/distutils/command/install.py,3073
numpy/distutils/command/install_clib.py,1399
numpy/distutils/command/install_data.py,848
numpy/distutils/command/install_headers.py,920
numpy/distutils/command/sdist.py,733
numpy/distutils/fcompiler/__init__.py,40625
numpy/distutils/fcompiler/absoft.py,5516
numpy/distutils/fcompiler/arm.py,2090
numpy/distutils/fcompiler/compaq.py,3903
numpy/distutils/fcompiler/environment.py,3080
numpy/distutils/fcompiler/fujitsu.py,1333
numpy/distutils/fcompiler/g95.py,1330
numpy/distutils/fcompiler/gnu.py,20502
numpy/distutils/fcompiler/hpux.py,1353
numpy/distutils/fcompiler/ibm.py,3534
numpy/distutils/fcompiler/intel.py,6570
numpy/distutils/fcompiler/lahey.py,1327
numpy/distutils/fcompiler/mips.py,1714
numpy/distutils/fcompiler/nag.py,2777
numpy/distutils/fcompiler/none.py,758
numpy/distutils/fcompiler/nv.py,1541
numpy/distutils/fcompiler/pathf95.py,1061
numpy/distutils/fcompiler/pg.py,3568
numpy/distutils/fcompiler/sun.py,1577
numpy/distutils/fcompiler/vast.py,1667
numpy/distutils/mingw/gfortran_vs2003_hack.c,77
numpy/distutils/tests/__init__.py,0
numpy/distutils/tests/test_build_ext.py,2779
numpy/distutils/tests/test_ccompiler_opt.py,28778
numpy/distutils/tests/test_ccompiler_opt_conf.py,6347
numpy/distutils/tests/test_exec_command.py,7395
numpy/distutils/tests/test_fcompiler.py,1277
numpy/distutils/tests/test_fcompiler_gnu.py,2136
numpy/distutils/tests/test_fcompiler_intel.py,1058
numpy/distutils/tests/test_fcompiler_nagfor.py,1102
numpy/distutils/tests/test_from_template.py,1103
numpy/distutils/tests/test_log.py,868
numpy/distutils/tests/test_mingw32ccompiler.py,1609
numpy/distutils/tests/test_misc_util.py,3364
numpy/distutils/tests/test_npy_pkg_config.py,2557
numpy/distutils/tests/test_shell_utils.py,2114
numpy/distutils/tests/test_system_info.py,11405
numpy/distutils/tests/utilities.py,2287
numpy/f2py/_backends/__init__.py,299
numpy/f2py/_backends/_backend.py,1187
numpy/f2py/_backends/_distutils.py,2384
numpy/f2py/_backends/_meson.py,8089
numpy/f2py/_backends/meson.build.template,1599
numpy/f2py/src/fortranobject.c,46049
numpy/f2py/src/fortranobject.h,5823
numpy/f2py/tests/__init__.py,328
numpy/f2py/tests/test_abstract_interface.py,809
numpy/f2py/tests/test_array_from_pyobj.py,23702
numpy/f2py/tests/test_assumed_shape.py,1466
numpy/f2py/tests/test_block_docstring.py,582
numpy/f2py/tests/test_callback.py,6536
numpy/f2py/tests/test_character.py,21905
numpy/f2py/tests/test_common.py,641
numpy/f2py/tests/test_crackfortran.py,15855
numpy/f2py/tests/test_data.py,2888
numpy/f2py/tests/test_docs.py,1850
numpy/f2py/tests/test_f2cmap.py,385
numpy/f2py/tests/test_f2py2e.py,27868
numpy/f2py/tests/test_isoc.py,1428
numpy/f2py/tests/test_kind.py,1783
numpy/f2py/tests/test_mixed.py,860
numpy/f2py/tests/test_modules.py,2299
numpy/f2py/tests/test_parameter.py,4623
numpy/f2py/tests/test_pyf_src.py,1135
numpy/f2py/tests/test_quoted_character.py,476
numpy/f2py/tests/test_regression.py,4737
numpy/f2py/tests/test_return_character.py,1511
numpy/f2py/tests/test_return_complex.py,2415
numpy/f2py/tests/test_return_integer.py,1776
numpy/f2py/tests/test_return_logical.py,2017
numpy/f2py/tests/test_return_real.py,3253
numpy/f2py/tests/test_semicolon_split.py,1653
numpy/f2py/tests/test_size.py,1154
numpy/f2py/tests/test_string.py,2936
numpy/f2py/tests/test_symbolic.py,18341
numpy/f2py/tests/test_value_attrspec.py,329
numpy/f2py/tests/util.py,12191
numpy/fft/tests/__init__.py,0
numpy/fft/tests/test_helper.py,6149
numpy/fft/tests/test_pocketfft.py,24410
numpy/lib/tests/__init__.py,0
numpy/lib/tests/test__datasource.py,10571
numpy/lib/tests/test__iotools.py,13744
numpy/lib/tests/test__version.py,1999
numpy/lib/tests/test_array_utils.py,1119
numpy/lib/tests/test_arraypad.py,56064
numpy/lib/tests/test_arraysetops.py,38023
numpy/lib/tests/test_arrayterator.py,1291
numpy/lib/tests/test_format.py,40939
numpy/lib/tests/test_function_base.py,167187
numpy/lib/tests/test_histograms.py,33694
numpy/lib/tests/test_index_tricks.py,20368
numpy/lib/tests/test_io.py,110015
numpy/lib/tests/test_loadtxt.py,39452
numpy/lib/tests/test_mixins.py,7030
numpy/lib/tests/test_nanfunctions.py,53344
numpy/lib/tests/test_packbits.py,17544
numpy/lib/tests/test_polynomial.py,11428
numpy/lib/tests/test_recfunctions.py,43987
numpy/lib/tests/test_regression.py,7694
numpy/lib/tests/test_shape_base.py,27488
numpy/lib/tests/test_stride_tricks.py,22997
numpy/lib/tests/test_twodim_base.py,18841
numpy/lib/tests/test_type_check.py,14680
numpy/lib/tests/test_ufunclike.py,3023
numpy/lib/tests/test_utils.py,2374
numpy/linalg/lapack_lite/LICENSE.txt,2266
numpy/linalg/lapack_lite/README.rst,1909
